FileName,CCDC,L1,L2,L3,L4,L5,L6,D1,D2,D3,D4,D5,D6,DA1,DA2,DA3,DA4,DA5,DA6,zfs,E/D
2576,YEMMUB,CCCc1nc(C(O)O)c(C(O)O)[nH]1,CCCc1nc(C(O)O)c(C(O)O)[nH]1,c1cnc2c(c1)ccc1cccnc12,X,X,X,2,2,2,0,0,0,O,O,N,N,N,N,92.635839,0.253821
2577,1408344,O,NNC(O)c1ccccc1,OC(O)CC(O)O,O,X,X,1,2,2,1,0,0,O,O,O,N,O,O,79.14826,0.142531
2578,YEQDAZ,OP(O)O,CN1CCCNCCN(C[PH](O)(O)O)CCCNCC1,X,X,X,X,1,5,0,0,0,0,O,O,N,N,N,N,58.815534,0.103416
2579,1561543,O,O,NC(O)c1ccncc1,O,O,NC(O)c1ccncc1,1,1,1,1,1,1,O,O,N,O,O,N,100.018232,0.151847
2580,YESHIN,O[Cr](O)(O)O,O[Cr](O)(O)O,NCCN,NCCN,X,X,1,1,2,2,0,0,O,O,N,N,N,N,29.49141099,0.139296635
2581,2063851,Cl,Cl,OC(O)c1cccc(NCc2ccccn2)c1,OC(O)c1cccc(NCc2ccccn2)c1,X,X,1,1,2,2,0,0,Cl,Cl,N,N,N,N,6.054812655,0.131196315
2582,YEXBEM,Cc1ccc(C(O)C(Cl)C(O)c2ccc(C)cc2)cc1,c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,X,X,X,2,2,2,0,0,0,O,O,N,N,N,N,-22.241147,0.123082
2583,2201203,COc1ccc(C(O)C(Cl)C(O)c2ccc(OC)cc2)cc1,c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,X,X,X,2,2,2,0,0,0,O,O,N,N,N,N,-6.681289,0.179189
2584,YEXBOW,c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,CCN,CCN,X,X,2,2,1,1,0,0,N,N,N,N,N,N,136.104276,0.012458
2585,632205,O,O,OC(O)c1cc(C(O)O)nc(C(O)O)c1,C1(/C=CNC=C1)=C2C=CNC=C/2,X,X,1,1,3,1,0,0,O,O,O,O,N,N,-74.157053,0.274535
2586,YEZFES,Cl,Cl,Cc1ccc2ccc(C)nc2n1,Cc1ccc2ccc(C)nc2n1,X,X,1,1,2,2,0,0,Cl,Cl,N,N,N,N,-104.568493,0.204167
2587,647335,OC(O)c1ccc(C2=C3C=CC(=N3)C(c3ccc(C(O)O)cc3)=C3C=CC(=N3)C(c3ccc(C(O)O)cc3)=C3C=CC(=N3)C(c3ccc(C(O)O)cc3)=C3C=CC2=N3)cc1,c1ccncc1,c1ccncc1,X,X,X,4,1,1,0,0,0,N,N,N,N,N,N,49.18555373,0.102245867
2588,YICNII,OC(O)c1ccc(Cl)cc1,NC(O)c1cccnc1,O,OC(O)c1ccc(Cl)cc1,NC(O)c1cccnc1,O,1,1,1,1,1,1,O,O,N,O,O,N,117.031286,0.276968
2589,650507,OC(c1ccccc1)c1ccccn1,O,OC(c1ccccc1)c1ccccn1,O,X,X,2,1,2,1,0,0,O,O,N,O,O,N,-16.652551,0.130028
2590,YIDNAB,C1(/C=NC=CN1)=C2NNN=C\2,O,C1(/C=NC=CN1)=C2NNN=C\2,O,X,X,2,1,2,1,0,0,N,N,O,N,N,O,70.323808,0.168613
2592,YIFKIL,OC(c1cccc(Br)c1)O,OC(c1cccc(Br)c1)O,O,OC(O)c1cccnc1,O,OC(O)c1ccccc1,1,1,1,1,1,1,O,O,N,O,O,N,106.784742,0.166514
2593,1831952,NC(O)CCN(O)CCC(N)O,CC(O)O,CC(O)O,X,X,X,3,2,1,0,0,0,N,O,O,O,O,O,118.39173,0.233643
2595,1848987,c1ccc(-c2ccccn2)nc1,ON(O)O,O,O,O,X,2,1,1,1,1,0,N,N,O,O,O,O,108.11868,0.092211
2596,YIJSOC,O,Cc1cc(C(O)O)n[nH]1,O,Cc1cc(C(O)O)n[nH]1,X,X,1,2,1,2,0,0,O,O,N,O,O,N,74.717097,0.097825
2597,1876889,Br,Br,X,X,X,X,0,0,3,3,0,0,O,O,N,N,N,N,-34.654157,0.043125
2599,641639,COc1cccc(CO)c1O,P(C)(C)(C),P(C)(C)(C),COc1cccc(CO)c1O,X,X,2,1,1,2,0,0,P,P,O,O,O,C,24.78865431,0.170640965
2600,YIZSIJ,Cl,Cc1cncc(C)c1,Cl,Cc1cncc(C)c1,Cc1cncc(C)c1,Cc1cncc(C)c1,1,1,1,1,1,1,Cl,N,Cl,N,N,N,126.40467,0.154113
2603,1846018,c1ccc(-c2nnc(-c3ccco3)c(-c3ccco3)n2)nc1,ON(O)O,c1ccc(-c2nnc(-c3ccco3)c(-c3ccco3)n2)nc1,ON(O)O,X,X,2,1,2,1,0,0,N,N,O,N,N,O,47.271891,0.131197
2604,YOBMEJ,O,O,O=C1OC2=CC=CC=C2N1CC(O)=O,O,O,O=C1OC2=CC=CC=C2N1CC(O)=O,1,1,1,1,1,1,O,O,O,O,O,O,-84.896415,0.295092
2605,696389,Br,c1ccc(-c2ccnc(Sc3nccc(-c4ccccn4)n3)n2)nc1,Br,X,X,X,1,4,1,0,0,0,Br,N,N,N,N,Br,13.586297,0.146596
2606,YODKIO,COc1cccc(CNn2cnnc2)c1O,O,COc1cccc(CNn2cnnc2)c1O,O,X,X,2,1,2,1,0,0,N,O,O,N,O,O,-74.657162,0.209584
2607,1853218,Cc1cc(CC(O)Nc2ccccc2N)n[nH]1,CCO,Cc1cc(CC(O)Nc2ccccc2N)n[nH]1,CCO,X,X,2,1,2,1,0,0,O,O,N,O,O,N,74.827327,0.111045
2608,YOFQES,Oc1c(O)c(Br)c(Br)c(Br)c1Br,Cc1cccc(CN(Cc2cccc(C)n2)Cc2cccc(C)n2)n1,X,X,X,X,2,4,0,0,0,0,O,O,N,N,N,N,118.352646,0.144554
2609,860553,O=C(O)C1=NC2=CC=CC=C2N1,CO,O=C(O)C1=NC2=CC=CC=C2N1,CO,X,X,2,1,2,1,0,0,N,O,O,N,O,O,-93.75674,0.207843
2610,YOLPEV,NCCN(CCNCc1ccccn1)CCNCc1ccccn1,X,X,X,X,X,6,0,0,0,0,0,N,N,N,N,N,N,114.719411,0.157033
2611,620811,OC(O)c1ccccc1,OC(O)c1ccccc1,c1ccncc1,c1ccncc1,O,X,1,2,1,1,1,0,N,N,O,O,O,O,98.965239,0.083199
2612,YOMGOY,ON(O)c1ccc(CNCCCn2ccnc2)cc1,ON(O)c1ccc(CNCCCn2ccnc2)cc1,NCS,ON(O)c1ccc(CNCCCn2ccnc2)cc1,ON(O)c1ccc(CNCCCn2ccnc2)cc1,NCS,1,1,1,1,1,1,N,N,N,N,N,N,97.995572,0.024292
2613,718453,OC(CC(O)C(F)(F)F)C(F)(F)F,OC(CC(O)C(F)(F)F)C(F)(F)F,CN(C)CCN(C)C,X,X,X,2,2,2,0,0,0,O,O,O,O,N,N,88.520774,0.068233
2614,YONTUT,c1cc(Sc2ccncc2)ccn1,c1cc(Sc2ccncc2)ccn1,O,c1cc(Sc2ccncc2)ccn1,c1cc(Sc2ccncc2)ccn1,O,1,1,1,1,1,1,N,O,N,N,O,N,79.35404231,0.159921558
2615,991320,OCCN(CCN(CC(O)O)CC(O)O)Cc1nc2ccccc2[nH]1,O,X,X,X,X,5,1,0,0,0,0,O,O,O,N,N,N,66.638978,0.311382
2616,YOSYEL,c1cc(CCc2ccncc2)ccn1,Cc1ccc(C(O)O)c(C(O)O)n1,c1cc(CCc2ccncc2)ccn1,Cc1ccc(C(O)O)c(C(O)O)n1,X,X,1,2,1,2,0,0,N,N,O,N,N,O,85.609801,0.281474
2617,738103,OC(O)c1cccn2nnnc12,O,OC(O)c1cccn2nnnc12,O,X,X,2,1,2,1,0,0,O,O,N,O,O,N,107.427252,0.264051
2618,YOTFET,OC(O)c1cc2nc[nH]c2cc1C(O)O,O,O,O,O,O,1,1,1,1,1,1,N,O,O,O,O,O,68.93005796,0.134938483
2619,684749,CC(CN(CC(C)NO)CC(C)NO)NO,OC(O)C(O)O,X,X,X,X,4,2,0,0,0,0,O,O,N,N,N,N,85.296805,0.195262
2620,YOZQEM,OC(CC(O)C(F)(F)F)C(F)(F)F,c1ccc(-c2ccccn2)nc1,OC(CC(O)C(F)(F)F)C(F)(F)F,X,X,X,2,2,2,0,0,0,O,O,N,N,O,O,62.846879,0.110389
2621,1024703,CC(C)c1cccc(C(C)C)c1O[PH](O)(O)O,c1ccncc1,c1ccncc1,CC(C)c1cccc(C(C)C)c1O[PH](O)(O)O,c1ccncc1,c1ccncc1,1,1,1,1,1,1,N,N,O,N,N,O,107.944032,0.158589
2623,1057063,CC(NO)C(C)NCCNCCNC(C)(O)C(C)NO,Cl,X,X,X,X,5,1,0,0,0,0,N,N,N,N,N,Cl,34.14279556,0.10532512
2624,YUMPON,O=C(O1)C(C(C2NC=CC=C2)SCC)=C(O)C3=C1C=CC=C3,O=C(O1)C(C(C2NC=CC=C2)SCC)=C(O)C3=C1C=CC=C3,X,X,X,X,3,3,0,0,0,0,S,O,N,S,O,N,58.237535,0.299815
2625,1307103,NCS,O=C1C2=CC=CNC2=C3C1=CC=CN3,O=C1C2=CC=CNC2=C3C1=CC=CN3,NCS,X,X,1,2,2,1,0,0,N,N,N,N,N,N,108.710832,0.279074
2626,YUXHEH,Cl,Cl,O,c1ccc(-n2cnnn2)nc1,c1ccc(-n2cnnn2)nc1,X,1,1,1,1,2,0,Cl,Cl,O,N,N,N,102.14723,0.266995
2627,738931,CCCCCC(O)c1c(C)nn(-c2ccccc2)c1O,O,CCCCCC(O)c1c(C)nn(-c2ccccc2)c1O,O,X,X,2,1,2,1,0,0,O,O,O,O,O,O,-113.956032,0.315057
2628,ZAFTAE,NNc1nncn1N,NNc1nncn1N,NNc1nncn1N,X,X,X,2,2,2,0,0,0,N,N,N,N,N,N,32.61183282,0.124464177
2629,ZAGNAW,OC1CC(C(O)O)N(CN2CC(O)CC2C(O)O)C1,O,O,X,X,X,4,1,1,0,0,0,O,N,O,O,N,O,-107.805074,0.163038
2630,1973635,NCS,O,CCN(CC)C(O)c1cccnc1,NCS,O,CCN(CC)C(O)c1cccnc1,1,1,1,1,1,1,O,N,N,O,N,N,-100.456803,0.267483
2631,ZAHWEO,OC(O)C(F)(F)F,c1cn[nH]c1,c1cn[nH]c1,OC(O)C(F)(F)F,c1cn[nH]c1,c1cn[nH]c1,1,1,1,1,1,1,O,N,N,O,N,N,90.345043,0.139807
2632,2046245,CC1=C2C(OC(C3=CC=CO3)=C1C)C=CC=C2,c1ccncc1,CC1=C2C(OC(C3=CC=CO3)=C1C)C=CC=C2,c1ccncc1,X,X,2,1,2,1,0,0,O,O,N,O,O,N,97.363777,0.318123
2633,ZAKHIC,Cl,CN(CC1NC2=CC=C1)CC3NC(CN(C)C2)=CC=C3,Cl,X,X,X,1,4,1,0,0,0,Cl,N,N,N,N,Cl,-11.185492,0.301085
2634,880114,N=C=[Se],CC(O)c1cccnc1,O,CC(O)c1cccnc1,N=C=[Se],O,1,1,1,1,1,1,N,O,N,N,O,N,67.43181627,0.1347988
2635,ZANSAK,Cn1ccnc1,OC(O)Cc1cccc2ccccc12,O,Cn1ccnc1,OC(O)Cc1cccc2ccccc12,O,1,1,1,1,1,1,N,O,O,N,O,O,99.000217,0.214213
2636,1532114,NCS,CCN,OC(c1ccccc1)c1ccncc1,NCS,CCN,OC(c1ccccc1)c1ccncc1,1,1,1,1,1,1,N,N,N,N,N,N,102.329739,0.282252
2637,ZAVZAZ,OC1CC(NCc2ccccn2)CC(NCc2ccccn2)C1,ON(O)O,O,X,X,X,4,1,1,0,0,0,N,N,N,N,O,O,41.5963,0.200242
2638,1310446,CC(NO)C(C)NO,CC(NO)C(C)NO,NCc1ccncc1,CCCN,X,X,2,2,1,1,0,0,N,N,N,N,N,C,7.387403493,0.125372323
2639,ZEMHEI,Cl,Cl,CC(NO)C(C)NO,CC(NO)C(C)NO,X,X,1,1,2,2,0,0,Cl,Cl,N,N,N,N,8.88002642,0.116643087
2640,1517693,CCCC(O)C(CCC)NO,CCCC(O)C(CCC)NO,CC(C)C(O)O,CC(C)C(O)O,X,X,2,2,1,1,0,0,N,N,O,O,O,O,87.578151,0.198721
2641,ZENDOP,CN1C(N2)=CC=C2/C(C3=CC=C(N(C)C4=CC=C(/C(C5=CC=C1N5)=C6CC=CC=C/6)N4)N3)=C7CC=CC=C/7,OS(OC(F)(F)F)O,OS(OC(F)(F)F)O,X,X,X,4,1,1,0,0,0,N,N,N,N,O,O,53.27605653,0.162444232
2642,848266,COc1cc(NS(O)(O)c2ccc(N)cc2)nc(OC)n1,CC(NO)C(C)NO,CC(NO)C(C)NO,NNN,X,X,1,2,2,1,0,0,N,N,N,N,N,N,6.040514603,0.186514872
2643,ZEQFIM,COc1cnc(NS(O)(O)c2ccc(N)cc2)nc1,CC(NO)C(C)NO,CC(NO)C(C)NO,NNN,X,X,1,2,2,1,0,0,N,N,N,N,N,N,10.55957863,0.154896922
2644,790043,COC(O)c1cc(C)[nH]n1,O,COC(O)c1cc(C)[nH]n1,O,X,X,2,1,2,1,0,0,O,N,O,O,N,O,4.510887,0.13615
2645,ZEQKIR,Br,ONC(c1ccccc1)C(NO)c1ccccc1,ONC(c1ccccc1)C(NO)c1ccccc1,NC(O)c1cnccn1,X,X,1,2,2,1,0,0,Br,N,N,N,N,N,6.907638563,0.146330147
2646,819281,Cl,ONC1=C(NO)CCCC1,ONC1=C(NO)CCCC1,NC(O)c1cnccn1,X,X,1,2,2,1,0,0,Cl,N,N,N,N,N,9.650668235,0.09119383
2647,ZEQPOC,COC(O)C(NC(c1ccc(Cl)cc1)c1c(C)nn(-c2ccccc2)c1O)C(C)C,COC(O)C(NC(c1ccc(Cl)cc1)c1c(C)nn(-c2ccccc2)c1O)C(C)C,X,X,X,X,3,3,0,0,0,0,O,O,O,O,N,N,31.84057,0.233973
2648,817421,NCS,OC1NCCCCC1,OC1NCCCCC1,NCS,OC1NCCCCC1,OC1NCCCCC1,1,1,1,1,1,1,N,O,O,N,O,O,-120.203299,0.317786
2649,ZEQXIE,CC(C)(C)C(O)O,CC(C)(C)C(O)O,Cc1cc(C)[nH]n1,Cc1cc(C)[nH]n1,c1ccc(-c2ccccn2)nc1,X,1,1,1,1,2,0,O,O,N,N,N,N,95.854436,0.281658
2650,891699,CC(C)(C)C(O)O,CC(C)(C)C(O)O,Cc1cc(C)[nH]n1,c1cnc2c(c1)ccc1cccnc12,X,X,2,1,1,2,0,0,O,O,O,N,N,N,61.1317,0.07105
2651,ZEQXUQ,OC(O)c1ccccc1,OC(O)c1ccccc1,Cc1cc(C)[nH]n1,Cc1cc(C)[nH]n1,c1cnc2c(c1)ccc1cccnc12,X,1,1,1,1,2,0,O,O,N,N,N,N,90.868071,0.270246
2652,898146,CC(c1ccccn1)(c1ccccn1)c1cccc(C(C)(c2ccccn2)c2ccccn2)n1,O,X,X,X,X,5,1,0,0,0,0,N,N,N,O,N,N,-74.809219,0.272618
2653,ZIBNIH,OS(O)(O)C(F)(F)F,CCOCCP(CCOCC)CC1=CC=CC=C1,CCOCCP(CCOCC)CC1=CC=CC=C1,OS(O)(O)C(F)(F)F,X,X,1,2,2,1,0,0,P,O,O,P,O,O,68.399351,0.18034
2654,1830866,O,Oc1cncc(C(O)O)c1,O,O,Oc1cncc(C(O)O)c1,O,1,1,1,1,1,1,O,O,N,O,O,N,91.092854,0.170848
2655,ZIJJEL,OC(O)c1ccc2[nH]ncc2c1,O,O,OC(O)c1ccc2[nH]ncc2c1,O,O,1,1,1,1,1,1,O,O,N,O,O,N,62.67102614,0.135701733
2656,ZIJWEU,OC(N(C)C)N,OC(N(C)C)N,OC(N(C)C)N,OC(N(C)C)N,OC(N(C)C)N,OC(N(C)C)N,1,1,1,1,1,1,O,O,O,O,O,O,91.785681,0.032892
2657,864491,NS(O)(O)c1ccccc1C(O)O,O,O,NS(O)(O)c1ccccc1C(O)O,O,O,1,1,1,1,1,1,O,O,O,O,O,O,114.199276,0.22362
2658,ZIQBEI,OC(CC1C(NC(N1)=O)=O)=O,O,O,OC(CC1C(NC(N1)=O)=O)=O,O,O,1,1,1,1,1,1,O,O,O,O,O,O,103.728397,0.329099
2659,1313053,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,CC(C)(C)c1cc(O)c(O)c(C(C)(C)C)c1,CC(NO)C(C)NO,CC(NO)C(C)NO,X,X,1,1,2,2,0,0,P,O,N,N,N,N,9.03895264,0.14848809
2660,ZIRCOW,CC(C)(C)C(O)Nc1ccccc1C1=C2C=CC(=N2)C(c2ccccc2NC(O)C(C)(C)C)=C2C=CC(=N2)C(c2ccccc2NC(O)C(C)(C)C)=C2C=CC(=N2)C(c2ccccc2NC(O)C(C)(C)C)=C2C=CC1=N2,c1ccncc1,c1ccncc1,X,X,X,4,1,1,0,0,0,N,N,N,N,N,N,54.30260492,0.119423495
2661,942321,CN(C)C(S)S,CN(C)C(S)S,FC(OP(C1=CC=CC=C1)C2=CC=CC=C2)(OP(C3=CC=CC=C3)C4=CC=CC=C4)F,X,X,X,2,2,2,0,0,0,S,S,S,S,P,P,116.264728,0.092234
2662,ZITXIJ,Cl,CC(NO)C(C)NO,CC(NO)C(C)NO,Nc1ccccc1,X,X,1,2,2,1,0,0,Cl,N,N,N,N,N,19.269436,0.316966
2663,1867162,O,NCNc1ccccn1,O,NCNc1ccccn1,X,X,1,2,1,2,0,0,O,N,N,O,N,N,60.878605,0.175153
2664,ZIXSOR,CC(NNc1ccccc1)c1cccc(C(C)NNc2ccccc2)n1,CC(NNc1ccccc1)c1cccc(C(C)NNc2ccccc2)n1,X,X,X,X,3,3,0,0,0,0,N,N,N,N,N,N,88.918844,0.269189
2665,1313691,Cl,Cl,c1ccncc1,c1ccncc1,c1ccncc1,c1ccncc1,1,1,1,1,1,1,Cl,Cl,N,N,N,N,0.050818,0.002895
2666,ZOKJEQ,NCS,NCS,c1cncc(-n2cnnc2)c1,c1cncc(-n2cnnc2)c1,O,O,1,1,1,1,1,1,N,N,N,N,O,O,118.675555,0.147754
2667,1938488,O=C1OC2=CC(N(CC)CC)C=CC2=C/C1=C(/C=C(OCC)\O)O,c1ccc(CN(Cc2ccccn2)Cc2ccccn2)nc1,X,X,X,X,2,4,0,0,0,0,O,O,N,N,N,N,87.393923,0.202129
2668,ZUDTUP,CCc1ccncc1,Cc1cc(C)c(OP(S)(S)Oc2c(C)cc(C)cc2)cc1,Cc1cc(C)c(OP(S)(S)Oc2c(C)cc(C)cc2)cc1,CCc1ccncc1,X,X,1,2,2,1,0,0,N,S,S,N,S,S,-130.815185,0.259751
2669,1051255,CCc1ccncc1,Cc1cc(C)c(OP(S)(S)Oc2c(C)cc(C)cc2)cc1,Cc1cc(C)c(OP(S)(S)Oc2c(C)cc(C)cc2)cc1,CCc1ccncc1,X,X,1,2,2,1,0,0,N,S,S,N,S,S,-130.815187,0.259751
2670,ZUDVIF,CCc1ccncc1,Cc1cc(C)c(OP(S)(S)Oc2c(C)cc(C)cc2)cc1,Cc1cc(C)c(OP(S)(S)Oc2c(C)cc(C)cc2)cc1,CCc1ccncc1,X,X,1,2,2,1,0,0,N,S,S,N,S,S,-133.071234,0.265646
2671,1945861,c1cnc2ncccc2c1,c1cnc2ncccc2c1,c1cnc2ncccc2c1,c1cnc2ncccc2c1,X,X,2,1,2,1,0,0,N,N,N,N,N,N,28.866891,0.330131
2672,ZUFZEI,NCS,CO,c1cc(-c2nc(-c3ccncc3)nc(-c3ccncc3)n2)ccn1,NCS,CO,c1cc(-c2nc(-c3ccncc3)nc(-c3ccncc3)n2)ccn1,1,1,1,1,1,1,O,N,N,O,N,N,75.275484,0.279031
2673,1042803,COCCn1ccnc1-c1ccccn1,COCCn1ccnc1-c1ccccn1,COCCn1ccnc1-c1ccccn1,X,X,X,2,2,2,0,0,0,N,N,N,N,N,N,-8.639421,0.052558
2674,ZUGLEU,CCn1ccnc1-c1ccccn1,CCn1ccnc1-c1ccccn1,CCn1ccnc1-c1ccccn1,X,X,X,2,2,2,0,0,0,N,N,N,N,N,N,78.61842,0.095968
2675,1937453,NCC(NCc1ccccc1)C(CN)NCc1ccccn1,NCC(NCc1ccccc1)C(CN)NCc1ccccn1,X,X,X,X,3,3,0,0,0,0,N,N,N,N,N,N,-70.782101,0.201096
2676,ZULBAM,O,O,COc1nc(-n2nc(C)cc2C)nc(-n2nc(C)cc2C)n1,O,X,X,1,1,3,1,0,0,N,N,N,O,O,O,68.04173,0.236319
2677,1922554,Nc1ccc(S(O)(O)Nc2ncccn2)cc1,c1c[nH]cn1,Nc1ccc(S(O)(O)Nc2ncccn2)cc1,c1c[nH]cn1,X,X,2,1,2,1,0,0,N,N,N,N,N,N,47.749939,0.10331
2678,ZUZRUK,CCCCN(C1=S)CNN1CC2NC(CN3C(N(CCCC)CN3)=S)=CC=C2,Cl,O,Cl,X,X,3,1,1,1,0,0,N,N,N,Cl,O,Cl,105.830258,0.332848
2684,2321246,C1(CSC2)=CC=CC(CSCC3=CC=CC2N3)N1,Cl,Cl,X,X,X,4,1,1,0,0,0,S,N,S,N,Cl,Cl,69.834843,0.131526
2685,FOJCAM,C=C(O)C1=CC=C(N2CC=C(O)C(C(O)=O)=N2)C=C1,O,C=C(O)C1=CC=C(N2CC=C(O)C(C(O)=O)=N2)C=C1,O,X,X,2,1,2,1,0,0,O,O,O,O,O,O,-123.682251,0.204033
2686,2254446,Oc1cc(Nc2cccc3cccnc23)c(O)c2ccccc12,Oc1cc(Nc2cccc3cccnc23)c(O)c2ccccc12,X,X,X,X,3,3,0,0,0,0,O,N,N,O,N,N,-121.053286,0.238576
2687,GOLJAW,O=c(cc(Nc(ccc1)c2c1cccn2)c3(OC)O)c4c3cccc4,Oc1c2ccccc2c(O)c(Nc3c4ncccc4ccc3)c1,X,X,X,X,3,3,0,0,0,0,O,O,N,N,N,N,-12.81856,0.21046
2688,2069287,O,CCCNCC(O)O,O,CCCNCC(O)O,X,X,1,2,1,2,0,0,O,O,N,O,O,N,-91.228996,0.251496
2689,IYETEO01,CCNCC(O)O,O,CCNCC(O)O,O,X,X,2,1,2,1,0,0,O,O,N,O,O,N,-88.814495,0.300102
2690,2043924,Cl,CN(Cc1ccccn1)Cc1cccc(C(C)(c2ccccn2)c2ccccn2)n1,X,X,X,X,1,5,0,0,0,0,Cl,N,N,N,N,N,-49.483574,0.330881
2691,NOGFAU,Br,Br,c1ccc2cnccc2c1,c1ccc2cnccc2c1,c1ccc2cnccc2c1,c1ccc2cnccc2c1,1,1,1,1,1,1,Br,Br,N,N,N,N,125.682458,0.032664
2692,2289955,COc1ccc(-c2cc(-c3ccccn3)nc(-c3ccccn3)c2)cc1,COc1ccc(-c2cc(-c3ccccn3)nc(-c3ccccn3)c2)cc1,X,X,X,X,3,3,0,0,0,0,N,N,N,N,N,N,80.067606,0.317675
2693,TONXON,CC(O)CC(C)O,c1ccc2ncccc2c1,CC(O)CC(C)O,c1ccc2ncccc2c1,X,X,2,1,2,1,0,0,O,O,N,O,O,N,93.025468,0.080312
2694,2316873,Br,CN(CCN(C)Cc1ccccn1)Cc1ccccn1,Br,X,X,X,1,4,1,0,0,0,Br,N,N,N,N,Br,83.197924,0.175497
2695,VONFAJ,CCn1c(CN(C)CCN(C)Cc2nc3ccccc3n2CC)nc2ccccc21,O,O,X,X,X,4,1,1,0,0,0,N,N,N,N,O,O,-124.861421,0.248681
2696,2334789,Cl,CN(P(N(NCc(ncc1)c2c1cccc2)C)([S])N(NCc(ncc3)c4c3cccc4)C)NCc(ncc5)c6c5cccc6,Cl,X,X,X,1,4,1,0,0,0,Cl,Cl,N,N,N,N,40.34864,0.225924
2697,WOMYIK,c1ccc(CN2CCN(Cc3ccccn3)CCN(Cc3ccccn3)CCN(Cc3ccccn3)CC2)nc1,X,X,X,X,X,6,0,0,0,0,0,N,N,N,N,N,N,-64.639328,0.012782
2698,2175888,NCS,NCS,c1ccc2[nH]nnc2c1,NCS,NCS,c1ccc2[nH]nnc2c1,1,1,1,1,1,1,N,N,N,N,N,N,-1.410643,0.050511
2699,XODXAT,O[SH](O)OC(F)(F)(F),O[SH](O)OC(F)(F)(F),c1cc2ccc3ccc4nc3c2nc1[nH]c1ccc2ccc3ccc(nc3c2n1)[nH]4,X,X,X,1,1,4,0,0,0,O,N,N,N,N,O,31.22293793,0.166633655
2700,2308885,OC(O)Cn1ccc(C(O)O)n1,O,O,O,O,X,2,1,1,1,1,0,N,O,O,O,O,O,106.268679,0.215279
2701,YOKZEH,Cc1ccc(-c2ccc(C)cn2)nc1,Cc1ccc(-c2ccc(C)cn2)nc1,Cc1ccc(-c2ccc(C)cn2)nc1,X,X,X,2,2,2,0,0,0,N,N,N,N,N,N,3.003551,0.316225
2702,2311275,OCC(CO)(CO)NCc1ccc2ccccc2n1,OCC(CO)(CO)NCc1ccc2ccccc2n1,X,X,X,X,3,3,0,0,0,0,O,N,N,O,N,N,-112.89448,0.26378
2703,CONNOM,OC1=C(C(O)Nc2ccccn2)N(Cc2ccccc2)S(O)(O)c2ccccc21,O,OC1=C(C(O)Nc2ccccn2)N(Cc2ccccc2)S(O)(O)c2ccccc21,O,X,X,2,1,2,1,0,0,N,O,O,N,O,O,-84.998916,0.273747
2704,2332745,c1ccc(N(c2ccccc2)c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)cc1,c1ccc(N(c2ccccc2)c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)cc1,X,X,X,X,3,3,0,0,0,0,N,N,N,N,N,N,24.43962833,0.0781746
2705,CORBIY,CN(C)c1ccc(-c2cc(-c3ccccn3)nc(-c3ccccn3)c2)cc1,CN(C)c1ccc(-c2cc(-c3ccccn3)nc(-c3ccccn3)c2)cc1,X,X,X,X,3,3,0,0,0,0,N,N,N,N,N,N,0.68288,0.009297
2706,2341683,Cl,Cl,Clc1ccc2ccc3cccnc3c2n1,Clc1ccc2ccc3cccnc3c2n1,X,X,1,1,2,2,0,0,Cl,Cl,N,N,N,N,37.015073,0.303485
2707,FONTEL,Cl,c1cc2ccc3ccc4nc3c2nc1oc1ccc2ccc3ccc(nc3c2n1)o4,Cl,X,X,X,1,4,1,0,0,0,Cl,N,N,N,N,Cl,-66.788873,0.149322
2708,2208329,NCS,NCS,c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,X,X,1,1,2,2,0,0,N,N,N,N,N,N,54.622908,0.08142
2709,JORVIZ,OCc1cc(-c2ccccn2)nc(-c2ccccn2)c1,OCc1cc(-c2ccccn2)nc(-c2ccccn2)c1,X,X,X,X,3,3,0,0,0,0,N,N,N,N,N,N,76.19284207,0.049118335
2710,2332907,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,CC(O)CC(C)O,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,CC(O)CC(C)O,X,X,1,2,1,2,0,0,P,O,O,P,O,O,84.612783,0.080929
2711,KOWLER,O=C1N(C)C(C(C(C2=CC=CCN2)C(C(N3C)=O)=C(O)N(C)C3=O)=C(O)N1C)=O,O,O,O,X,X,3,1,1,1,0,0,O,O,O,O,O,N,-78.251361,0.311954
2712,2342586,c1ccc(-c2nc3ccccc3s2)nc1,c1ccc(-c2nc3ccccc3s2)nc1,Cl,Cl,X,X,2,2,1,1,0,0,Cl,Cl,N,N,N,N,36.263405,0.108049
2713,NOPNIT,OC(O)c1ccccc1S(O)(O)O,Cc1cc(C)[nH]n1,Cc1cc(C)[nH]n1,Cc1cc(C)[nH]n1,O,X,2,1,1,1,1,0,N,N,N,O,O,O,95.896097,0.059289
